Age,Gender,Education Level,Job Title,Years of Experience,Salary,APIs,Agile,Big Data,Budget Planning,Business Development,Business Strategy,Cloud,Data Cleaning,Data Visualization,Decision Making,Deep Learning,Docker,Excel,Git,Java,Leadership,Linux,Machine Learning,Operations Management,Power BI,Project Management,Python,Risk Management,SQL,Stakeholder Management,Statistics,Strategic Planning,System Design,Tableau,Team Leadership
23.0,Other,High School,Front end Developer,2.0,62852.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36.0,Male,Bachelor,Front end Developer,14.0,139095.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,Female,Master,Senior Project Engineer,5.0,106278.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,Male,Master,Full Stack Engineer,4.0,90452.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
34.0,Male,Bachelor,Back end Developer,10.0,126593.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44.0,Male,Master,Senior Software Engineer,19.0,152203.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,Female,PhD,Software Engineer Manager,30.0,183138.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,Male,Master,Full Stack Engineer,9.0,130275.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
54.0,Male,Bachelor,Senior Project Engineer,29.0,191915.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23.0,Female,High School,Back end Developer,2.0,62807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,Male,Master,Senior Software Engineer,21.0,174305.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
33.0,Female,Bachelor,Full Stack Engineer,9.0,133326.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,Male,Master,Front end Developer,4.0,75656.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43.0,Female,PhD,Software Engineer Manager,19.0,155944.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36.0,Male,Master,Full Stack Engineer,11.0,137775.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
23.0,Female,Bachelor,Senior Project Engineer,0.0,51831.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49.0,Male,Master,Software Engineer Manager,22.0,182237.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
35.0,Female,Master,Full Stack Engineer,10.0,151901.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
31.0,Male,Bachelor,Back end Developer,8.0,100052.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54.0,Other,High School,Senior Software Engineer,29.0,158254.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
43.0,Male,Master,Full Stack Engineer,20.0,167207.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
33.0,Female,Master,Senior Project Engineer,10.0,112439.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
28.0,Male,Bachelor,Full Stack Engineer,5.0,84407.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36.0,Female,Master,Senior Software Engineer,13.0,139413.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
43.0,Male,Bachelor,Senior Project Engineer,20.0,143084.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
50.0,Female,Master,Full Stack Engineer,25.0,192344.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
52.0,Male,Master,Senior Software Engineer,26.0,184816.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
46.0,Female,Bachelor,Back end Developer,19.0,150248.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38.0,Male,Master,Full Stack Engineer,15.0,170995.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
29.0,Male,Bachelor,Senior Project Engineer,6.0,88035.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33.0,Female,Master,Front end Developer,10.0,119419.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
45.0,Female,Master,Senior Software Engineer,23.0,174436.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,Male,Bachelor,Back end Developer,4.0,71699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
42.0,Female,Master,Full Stack Engineer,14.0,163558.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46.0,Male,Bachelor,Senior Project Engineer,24.0,166828.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
54.0,Male,Master,Senior Software Engineer,31.0,193746.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33.0,Female,Master,Full Stack Engineer,8.0,122581.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27.0,Male,High School,Back end Developer,4.0,79767.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50.0,Female,Bachelor,Senior Project Engineer,25.0,177177.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,Male,Master,Full Stack Engineer,4.0,89843.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
31.0,Female,Master,Senior Software Engineer,6.0,113563.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
35.0,Male,Bachelor,Front end Developer,10.0,128712.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,Female,PhD,Software Engineer Manager,18.0,161621.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
32.0,Male,Master,Senior Project Engineer,8.0,121454.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54.0,Male,Bachelor,Full Stack Engineer,25.0,179987.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
26.0,Female,Master,Front end Developer,3.0,72649.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48.0,Female,Master,Senior Software Engineer,24.0,184006.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38.0,Male,Bachelor,Back end Developer,12.0,131960.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
30.0,Female,Master,Full Stack Engineer,5.0,102465.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
40.0,Male,Master,Software Engineer Manager,16.0,149748.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
45.0,Female,Bachelor,Senior Project Engineer,22.0,171036.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
36.0,Male,Master,Full Stack Engineer,13.0,146351.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31.0,Female,Bachelor,Senior Software Engineer,7.0,107718.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,Male,Master,Full Stack Engineer,4.0,90944.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.0,Female,Master,Senior Project Engineer,5.0,100425.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,Male,Bachelor,Back end Developer,2.0,63901.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,Male,Master,Senior Software Engineer,22.0,181902.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
33.0,Female,Master,Full Stack Engineer,9.0,136533.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38.0,Male,Bachelor,Front end Developer,11.0,136285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
54.0,Female,PhD,Software Engineer Manager,31.0,191818.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42.0,Male,Master,Full Stack Engineer,19.0,176643.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
28.0,Female,Bachelor,Senior Project Engineer,4.0,70022.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.0,Male,Master,Front end Developer,6.0,99363.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43.0,Female,Master,Senior Software Engineer,19.0,152944.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
35.0,Male,Bachelor,Back end Developer,10.0,123386.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,Male,Master,Full Stack Engineer,21.0,168906.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
55.0,Female,Bachelor,Senior Project Engineer,30.0,183020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23.0,Male,High School,Front end Developer,1.0,47898.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39.0,Female,Master,Senior Software Engineer,14.0,135853.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
43.0,Male,Bachelor,Full Stack Engineer,17.0,149198.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
29.0,Male,PhD,Software Engineer Manager,6.0,106662.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51.0,Male,Master,Senior Software Engineer,28.0,186610.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
30.0,Female,Bachelor,Senior Project Engineer,6.0,89995.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,Male,Master,Full Stack Engineer,4.0,85825.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
39.0,Female,PhD,Software Engineer Manager,13.0,143814.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
49.0,Male,Master,Front end Developer,24.0,174726.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
42.0,Female,Bachelor,Senior Software Engineer,20.0,150534.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27.0,Male,Bachelor,Back end Developer,4.0,68732.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43.0,Male,Master,Full Stack Engineer,21.0,187951.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
37.0,Female,Bachelor,Senior Project Engineer,13.0,137336.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
51.0,Male,PhD,Software Engineer Manager,26.0,191159.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
29.0,Female,Master,Full Stack Engineer,5.0,102868.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.0,Male,Bachelor,Senior Software Engineer,20.0,154281.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
31.0,Male,Master,Back end Developer,8.0,111535.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
30.0,Female,Master,Senior Project Engineer,6.0,107906.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
36.0,Male,Bachelor,Full Stack Engineer,13.0,143885.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
28.0,Male,Master,Senior Software Engineer,6.0,108607.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49.0,Male,Bachelor,Back end Developer,24.0,178284.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27.0,Female,Master,Front end Developer,4.0,75969.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,Male,Master,Senior Project Engineer,15.0,143705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
46.0,Male,Bachelor,Senior Software Engineer,22.0,174324.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
32.0,Female,Master,Full Stack Engineer,8.0,123781.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
52.0,Male,Master,Senior Project Engineer,28.0,187120.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
24.0,Female,Bachelor,Back end Developer,1.0,61095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,Male,Master,Full Stack Engineer,22.0,179045.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,Female,Master,Senior Software Engineer,10.0,130355.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
31.0,Male,Bachelor,Front end Developer,7.0,103282.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33.0,Male,Master,Senior Project Engineer,10.0,117314.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
54.0,Male,Bachelor,Senior Software Engineer,30.0,186321.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
33.0,Female,Master,Full Stack Engineer,11.0,129686.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
27.0,Male,High School,Back end Developer,3.0,68611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
51.0,Female,Master,Senior Project Engineer,25.0,177913.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
26.0,Male,Master,Full Stack Engineer,3.0,68472.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31.0,Female,Master,Senior Software Engineer,6.0,113065.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
35.0,Male,Bachelor,Front end Developer,9.0,125091.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
32.0,Male,Master,Senior Project Engineer,9.0,126916.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54.0,Male,Bachelor,Full Stack Engineer,27.0,183417.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,Female,Master,Front end Developer,4.0,76898.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,Female,Bachelor,Software Engineer,2.0,65000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,Male,Master,Data Analyst,8.0,120000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
41.0,Male,PhD,Data Scientist,15.0,190000.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35.0,Female,Master,Software Engineer,9.0,140000.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28.0,Male,Bachelor,Software Developer,3.0,75000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
37.0,Female,Master,Data Scientist,11.0,160000.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
24.0,Female,Master,Software Engineer,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46.0,Male,PhD,Director of Data Science,20.0,220000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
29.0,Female,Bachelor,Software Developer,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31.0,Male,Master,Data Scientist,7.0,130000.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
27.0,Female,Bachelor,Software Engineer,3.0,65000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
25.0,Male,Bachelor,Front End Developer,2.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,Male,PhD,Director of Data Science,18.0,210000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
33.0,Female,Master,Data Analyst,8.0,100000.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,Male,Bachelor,Software Engineer,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28.0,Female,Bachelor,Software Engineer,4.0,70000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
34.0,Female,Master,Data Scientist,9.0,140000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
23.0,Male,Bachelor,Software Developer,1.0,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25.0,Male,Master,Software Engineer,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
37.0,Female,Bachelor,Data Analyst,11.0,150000.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28.0,Male,Bachelor,Software Engineer,4.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
41.0,Female,PhD,Director of Data Science,16.0,200000.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34.0,Male,Master,Data Analyst,8.0,100000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
24.0,Female,Bachelor,Software Developer,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.0,Male,Bachelor,Front End Developer,4.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
26.0,Male,Bachelor,Software Developer,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,Female,Master,Data Analyst,9.0,120000.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
27.0,Female,Bachelor,Software Engineer,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
48.0,Male,PhD,Director of Data Science,18.0,210000.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34.0,Male,Master,Data Scientist,9.0,140000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
23.0,Female,Bachelor,Software Engineer,1.0,50000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
